String_1,String_2,Language
qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qftttttttttttttttttttttttttttttt,q*ft*
qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqfttttttttttttttttttttttttttttt,q*ft*
qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqftttttttttttttttttttttttttttt,q*ft*
qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqfttttttttttttttttttttttttttt,q*ft*
qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqftttttttttttttttttttttttttt,q*ft*
qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqfttttttttttttttttttttttttt,q*ft*
qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqftttttttttttttttttttttttt,q*ft*
qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqfttttttttttttttttttttttt,q*ft*
qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqftttttttttttttttttttttt,q*ft*
qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqfttttttttttttttttttttt,q*ft*
qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqftttttttttttttttttttt,q*ft*
qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqfttttttttttttttttttt,q*ft*
qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqftttttttttttttttttt,q*ft*
qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqfttttttttttttttttt,q*ft*
qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqftttttttttttttttt,q*ft*
qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqfttttttttttttttt,q*ft*
qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqftttttttttttttt,q*ft*
qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqfttttttttttttt,q*ft*
qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqftttttttttttt,q*ft*
qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqfttttttttttt,q*ft*
qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqftttttttttt,q*ft*
qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqfttttttttt,q*ft*
qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqftttttttt,q*ft*
qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqfttttttt,q*ft*
qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqftttttt,q*ft*
qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqfttttt,q*ft*
qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqftttt,q*ft*
qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqqfttt,q*ft*
qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqftt,q*ft*
qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqft,q*ft*
qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqf,q*ft*
f1111111111111111111111111111111,11111111111111111111111111111111,f*11*
ff111111111111111111111111111111,11111111111111111111111111111111,f*11*
fff11111111111111111111111111111,11111111111111111111111111111111,f*11*
ffff1111111111111111111111111111,11111111111111111111111111111111,f*11*
fffff111111111111111111111111111,11111111111111111111111111111111,f*11*
ffffff11111111111111111111111111,11111111111111111111111111111111,f*11*
fffffff1111111111111111111111111,11111111111111111111111111111111,f*11*
ffffffff111111111111111111111111,11111111111111111111111111111111,f*11*
fffffffff11111111111111111111111,11111111111111111111111111111111,f*11*
ffffffffff1111111111111111111111,11111111111111111111111111111111,f*11*
fffffffffff111111111111111111111,11111111111111111111111111111111,f*11*
ffffffffffff11111111111111111111,11111111111111111111111111111111,f*11*
fffffffffffff1111111111111111111,11111111111111111111111111111111,f*11*
ffffffffffffff111111111111111111,11111111111111111111111111111111,f*11*
fffffffffffffff11111111111111111,11111111111111111111111111111111,f*11*
ffffffffffffffff1111111111111111,11111111111111111111111111111111,f*11*
fffffffffffffffff111111111111111,11111111111111111111111111111111,f*11*
ffffffffffffffffff11111111111111,11111111111111111111111111111111,f*11*
fffffffffffffffffff1111111111111,11111111111111111111111111111111,f*11*
ffffffffffffffffffff111111111111,11111111111111111111111111111111,f*11*
fffffffffffffffffffff11111111111,11111111111111111111111111111111,f*11*
ffffffffffffffffffffff1111111111,11111111111111111111111111111111,f*11*
fffffffffffffffffffffff111111111,11111111111111111111111111111111,f*11*
ffffffffffffffffffffffff11111111,11111111111111111111111111111111,f*11*
fffffffffffffffffffffffff1111111,11111111111111111111111111111111,f*11*
ffffffffffffffffffffffffff111111,11111111111111111111111111111111,f*11*
fffffffffffffffffffffffffff11111,11111111111111111111111111111111,f*11*
ffffffffffffffffffffffffffff1111,11111111111111111111111111111111,f*11*
fffffffffffffffffffffffffffff111,11111111111111111111111111111111,f*11*
ffffffffffffffffffffffffffffff11,11111111111111111111111111111111,f*11*
fffffffffffffffffffffffffffffff1,11111111111111111111111111111111,f*11*
ffffffffffffffffffffffffffffffff,11111111111111111111111111111111,f*11*
ffffffffffffffffffffffffffffffff,f1111111111111111111111111111111,f*11*
ffffffffffffffffffffffffffffffff,ff111111111111111111111111111111,f*11*
ffffffffffffffffffffffffffffffff,fff11111111111111111111111111111,f*11*
ffffffffffffffffffffffffffffffff,ffff1111111111111111111111111111,f*11*
ffffffffffffffffffffffffffffffff,fffff111111111111111111111111111,f*11*
ffffffffffffffffffffffffffffffff,ffffff11111111111111111111111111,f*11*
ffffffffffffffffffffffffffffffff,fffffff1111111111111111111111111,f*11*
ffffffffffffffffffffffffffffffff,ffffffff111111111111111111111111,f*11*
ffffffffffffffffffffffffffffffff,fffffffff11111111111111111111111,f*11*
ffffffffffffffffffffffffffffffff,ffffffffff1111111111111111111111,f*11*
ffffffffffffffffffffffffffffffff,fffffffffff111111111111111111111,f*11*
ffffffffffffffffffffffffffffffff,ffffffffffff11111111111111111111,f*11*
ffffffffffffffffffffffffffffffff,fffffffffffff1111111111111111111,f*11*
ffffffffffffffffffffffffffffffff,ffffffffffffff111111111111111111,f*11*
ffffffffffffffffffffffffffffffff,fffffffffffffff11111111111111111,f*11*
ffffffffffffffffffffffffffffffff,ffffffffffffffff1111111111111111,f*11*
ffffffffffffffffffffffffffffffff,fffffffffffffffff111111111111111,f*11*
ffffffffffffffffffffffffffffffff,ffffffffffffffffff11111111111111,f*11*
ffffffffffffffffffffffffffffffff,fffffffffffffffffff1111111111111,f*11*
ffffffffffffffffffffffffffffffff,ffffffffffffffffffff111111111111,f*11*
ffffffffffffffffffffffffffffffff,fffffffffffffffffffff11111111111,f*11*
ffffffffffffffffffffffffffffffff,ffffffffffffffffffffff1111111111,f*11*
ffffffffffffffffffffffffffffffff,fffffffffffffffffffffff111111111,f*11*
ffffffffffffffffffffffffffffffff,ffffffffffffffffffffffff11111111,f*11*
ffffffffffffffffffffffffffffffff,fffffffffffffffffffffffff1111111,f*11*
ffffffffffffffffffffffffffffffff,ffffffffffffffffffffffffff111111,f*11*
ffffffffffffffffffffffffffffffff,fffffffffffffffffffffffffff11111,f*11*
ffffffffffffffffffffffffffffffff,ffffffffffffffffffffffffffff1111,f*11*
ffffffffffffffffffffffffffffffff,fffffffffffffffffffffffffffff111,f*11*
ffffffffffffffffffffffffffffffff,ffffffffffffffffffffffffffffff11,f*11*
ffffffffffffffffffffffffffffffff,fffffffffffffffffffffffffffffff1,f*11*
4ggggggggggggggggggggggggggggggg,gggggggggggggggggggggggggggggggg,4*gg*
44gggggggggggggggggggggggggggggg,gggggggggggggggggggggggggggggggg,4*gg*
444ggggggggggggggggggggggggggggg,gggggggggggggggggggggggggggggggg,4*gg*
4444gggggggggggggggggggggggggggg,gggggggggggggggggggggggggggggggg,4*gg*
44444ggggggggggggggggggggggggggg,gggggggggggggggggggggggggggggggg,4*gg*
444444gggggggggggggggggggggggggg,gggggggggggggggggggggggggggggggg,4*gg*
4444444ggggggggggggggggggggggggg,gggggggggggggggggggggggggggggggg,4*gg*
44444444gggggggggggggggggggggggg,gggggggggggggggggggggggggggggggg,4*gg*
444444444ggggggggggggggggggggggg,gggggggggggggggggggggggggggggggg,4*gg*
4444444444gggggggggggggggggggggg,gggggggggggggggggggggggggggggggg,4*gg*
44444444444ggggggggggggggggggggg,gggggggggggggggggggggggggggggggg,4*gg*
444444444444gggggggggggggggggggg,gggggggggggggggggggggggggggggggg,4*gg*
4444444444444ggggggggggggggggggg,gggggggggggggggggggggggggggggggg,4*gg*
44444444444444gggggggggggggggggg,gggggggggggggggggggggggggggggggg,4*gg*
444444444444444ggggggggggggggggg,gggggggggggggggggggggggggggggggg,4*gg*
4444444444444444gggggggggggggggg,gggggggggggggggggggggggggggggggg,4*gg*
44444444444444444ggggggggggggggg,gggggggggggggggggggggggggggggggg,4*gg*
444444444444444444gggggggggggggg,gggggggggggggggggggggggggggggggg,4*gg*
4444444444444444444ggggggggggggg,gggggggggggggggggggggggggggggggg,4*gg*
44444444444444444444gggggggggggg,gggggggggggggggggggggggggggggggg,4*gg*
444444444444444444444ggggggggggg,gggggggggggggggggggggggggggggggg,4*gg*
4444444444444444444444gggggggggg,gggggggggggggggggggggggggggggggg,4*gg*
44444444444444444444444ggggggggg,gggggggggggggggggggggggggggggggg,4*gg*
444444444444444444444444gggggggg,gggggggggggggggggggggggggggggggg,4*gg*
4444444444444444444444444ggggggg,gggggggggggggggggggggggggggggggg,4*gg*
44444444444444444444444444gggggg,gggggggggggggggggggggggggggggggg,4*gg*
444444444444444444444444444ggggg,gggggggggggggggggggggggggggggggg,4*gg*
4444444444444444444444444444gggg,gggggggggggggggggggggggggggggggg,4*gg*
44444444444444444444444444444ggg,gggggggggggggggggggggggggggggggg,4*gg*
444444444444444444444444444444gg,gggggggggggggggggggggggggggggggg,4*gg*
4444444444444444444444444444444g,gggggggggggggggggggggggggggggggg,4*gg*
44444444444444444444444444444444,gggggggggggggggggggggggggggggggg,4*gg*
44444444444444444444444444444444,4ggggggggggggggggggggggggggggggg,4*gg*
44444444444444444444444444444444,44gggggggggggggggggggggggggggggg,4*gg*
44444444444444444444444444444444,444ggggggggggggggggggggggggggggg,4*gg*
44444444444444444444444444444444,4444gggggggggggggggggggggggggggg,4*gg*
44444444444444444444444444444444,44444ggggggggggggggggggggggggggg,4*gg*
44444444444444444444444444444444,444444gggggggggggggggggggggggggg,4*gg*
44444444444444444444444444444444,4444444ggggggggggggggggggggggggg,4*gg*
44444444444444444444444444444444,44444444gggggggggggggggggggggggg,4*gg*
44444444444444444444444444444444,444444444ggggggggggggggggggggggg,4*gg*
44444444444444444444444444444444,4444444444gggggggggggggggggggggg,4*gg*
44444444444444444444444444444444,44444444444ggggggggggggggggggggg,4*gg*
44444444444444444444444444444444,444444444444gggggggggggggggggggg,4*gg*
44444444444444444444444444444444,4444444444444ggggggggggggggggggg,4*gg*
44444444444444444444444444444444,44444444444444gggggggggggggggggg,4*gg*
44444444444444444444444444444444,444444444444444ggggggggggggggggg,4*gg*
44444444444444444444444444444444,4444444444444444gggggggggggggggg,4*gg*
44444444444444444444444444444444,44444444444444444ggggggggggggggg,4*gg*
44444444444444444444444444444444,444444444444444444gggggggggggggg,4*gg*
44444444444444444444444444444444,4444444444444444444ggggggggggggg,4*gg*
44444444444444444444444444444444,44444444444444444444gggggggggggg,4*gg*
44444444444444444444444444444444,444444444444444444444ggggggggggg,4*gg*
44444444444444444444444444444444,4444444444444444444444gggggggggg,4*gg*
44444444444444444444444444444444,44444444444444444444444ggggggggg,4*gg*
44444444444444444444444444444444,444444444444444444444444gggggggg,4*gg*
44444444444444444444444444444444,4444444444444444444444444ggggggg,4*gg*
44444444444444444444444444444444,44444444444444444444444444gggggg,4*gg*
44444444444444444444444444444444,444444444444444444444444444ggggg,4*gg*
44444444444444444444444444444444,4444444444444444444444444444gggg,4*gg*
44444444444444444444444444444444,44444444444444444444444444444ggg,4*gg*
44444444444444444444444444444444,444444444444444444444444444444gg,4*gg*
44444444444444444444444444444444,4444444444444444444444444444444g,4*gg*
kmgggggggggggggggggggggggggggggg,gggggggggggggggggggggggggggggggg,k*mg*
kkmggggggggggggggggggggggggggggg,gggggggggggggggggggggggggggggggg,k*mg*
kkkmgggggggggggggggggggggggggggg,gggggggggggggggggggggggggggggggg,k*mg*
kkkkmggggggggggggggggggggggggggg,gggggggggggggggggggggggggggggggg,k*mg*
kkkkkmgggggggggggggggggggggggggg,gggggggggggggggggggggggggggggggg,k*mg*
kkkkkkmggggggggggggggggggggggggg,gggggggggggggggggggggggggggggggg,k*mg*
kkkkkkkmgggggggggggggggggggggggg,gggggggggggggggggggggggggggggggg,k*mg*
kkkkkkkkmggggggggggggggggggggggg,gggggggggggggggggggggggggggggggg,k*mg*
kkkkkkkkkmgggggggggggggggggggggg,gggggggggggggggggggggggggggggggg,k*mg*
kkkkkkkkkkmggggggggggggggggggggg,gggggggggggggggggggggggggggggggg,k*mg*
kkkkkkkkkkkmgggggggggggggggggggg,gggggggggggggggggggggggggggggggg,k*mg*
kkkkkkkkkkkkmggggggggggggggggggg,gggggggggggggggggggggggggggggggg,k*mg*
kkkkkkkkkkkkkmgggggggggggggggggg,gggggggggggggggggggggggggggggggg,k*mg*
kkkkkkkkkkkkkkmggggggggggggggggg,gggggggggggggggggggggggggggggggg,k*mg*
kkkkkkkkkkkkkkkmgggggggggggggggg,gggggggggggggggggggggggggggggggg,k*mg*
kkkkkkkkkkkkkkkkmggggggggggggggg,gggggggggggggggggggggggggggggggg,k*mg*
kkkkkkkkkkkkkkkkkmgggggggggggggg,gggggggggggggggggggggggggggggggg,k*mg*
kkkkkkkkkkkkkkkkkkmggggggggggggg,gggggggggggggggggggggggggggggggg,k*mg*
kkkkkkkkkkkkkkkkkkkmgggggggggggg,gggggggggggggggggggggggggggggggg,k*mg*
kkkkkkkkkkkkkkkkkkkkmggggggggggg,gggggggggggggggggggggggggggggggg,k*mg*
kkkkkkkkkkkkkkkkkkkkkmgggggggggg,gggggggggggggggggggggggggggggggg,k*mg*
kkkkkkkkkkkkkkkkkkkkkkmggggggggg,gggggggggggggggggggggggggggggggg,k*mg*
kkkkkkkkkkkkkkkkkkkkkkkmgggggggg,gggggggggggggggggggggggggggggggg,k*mg*
kkkkkkkkkkkkkkkkkkkkkkkkmggggggg,gggggggggggggggggggggggggggggggg,k*mg*
kkkkkkkkkkkkkkkkkkkkkkkkkmgggggg,gggggggggggggggggggggggggggggggg,k*mg*
kkkkkkkkkkkkkkkkkkkkkkkkkkmggggg,gggggggggggggggggggggggggggggggg,k*mg*
kkkkkkkkkkkkkkkkkkkkkkkkkkkmgggg,gggggggggggggggggggggggggggggggg,k*mg*
kkkkkkkkkkkkkkkkkkkkkkkkkkkkmggg,gggggggggggggggggggggggggggggggg,k*mg*
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkmgg,gggggggggggggggggggggggggggggggg,k*mg*
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkmg,gggggggggggggggggggggggggggggggg,k*mg*
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkm,gggggggggggggggggggggggggggggggg,k*mg*
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,mggggggggggggggggggggggggggggggg,k*mg*
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kmgggggggggggggggggggggggggggggg,k*mg*
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkmggggggggggggggggggggggggggggg,k*mg*
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkmgggggggggggggggggggggggggggg,k*mg*
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkmggggggggggggggggggggggggggg,k*mg*
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkmgggggggggggggggggggggggggg,k*mg*
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkmggggggggggggggggggggggggg,k*mg*
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkmgggggggggggggggggggggggg,k*mg*
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkmggggggggggggggggggggggg,k*mg*
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkmgggggggggggggggggggggg,k*mg*
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkmggggggggggggggggggggg,k*mg*
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkmgggggggggggggggggggg,k*mg*
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkmggggggggggggggggggg,k*mg*
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkmgggggggggggggggggg,k*mg*
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkmggggggggggggggggg,k*mg*
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkmgggggggggggggggg,k*mg*
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkmggggggggggggggg,k*mg*
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkmgggggggggggggg,k*mg*
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkmggggggggggggg,k*mg*
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkmgggggggggggg,k*mg*
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkmggggggggggg,k*mg*
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkmgggggggggg,k*mg*
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkmggggggggg,k*mg*
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkmgggggggg,k*mg*
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkmggggggg,k*mg*
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkmgggggg,k*mg*
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkmggggg,k*mg*
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkmgggg,k*mg*
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkmggg,k*mg*
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkmgg,k*mg*
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkmg,k*mg*
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkm,k*mg*
9qwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,9*qw*
99qwwwwwwwwwwwwwwwwwwwwwwwwwwwww,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,9*qw*
999qwwwwwwwwwwwwwwwwwwwwwwwwwwww,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,9*qw*
9999qwwwwwwwwwwwwwwwwwwwwwwwwwww,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,9*qw*
99999qwwwwwwwwwwwwwwwwwwwwwwwwww,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,9*qw*
999999qwwwwwwwwwwwwwwwwwwwwwwwww,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,9*qw*
9999999qwwwwwwwwwwwwwwwwwwwwwwww,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,9*qw*
99999999qwwwwwwwwwwwwwwwwwwwwwww,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,9*qw*
999999999qwwwwwwwwwwwwwwwwwwwwww,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,9*qw*
9999999999qwwwwwwwwwwwwwwwwwwwww,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,9*qw*
99999999999qwwwwwwwwwwwwwwwwwwww,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,9*qw*
999999999999qwwwwwwwwwwwwwwwwwww,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,9*qw*
9999999999999qwwwwwwwwwwwwwwwwww,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,9*qw*
99999999999999qwwwwwwwwwwwwwwwww,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,9*qw*
999999999999999qwwwwwwwwwwwwwwww,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,9*qw*
9999999999999999qwwwwwwwwwwwwwww,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,9*qw*
99999999999999999qwwwwwwwwwwwwww,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,9*qw*
999999999999999999qwwwwwwwwwwwww,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,9*qw*
9999999999999999999qwwwwwwwwwwww,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,9*qw*
99999999999999999999qwwwwwwwwwww,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,9*qw*
999999999999999999999qwwwwwwwwww,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,9*qw*
9999999999999999999999qwwwwwwwww,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,9*qw*
99999999999999999999999qwwwwwwww,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,9*qw*
999999999999999999999999qwwwwwww,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,9*qw*
9999999999999999999999999qwwwwww,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,9*qw*
99999999999999999999999999qwwwww,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,9*qw*
999999999999999999999999999qwwww,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,9*qw*
9999999999999999999999999999qwww,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,9*qw*
99999999999999999999999999999qww,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,9*qw*
999999999999999999999999999999qw,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,9*qw*
9999999999999999999999999999999q,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,9*qw*
99999999999999999999999999999999,qwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,9*qw*
99999999999999999999999999999999,9qwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,9*qw*
99999999999999999999999999999999,99qwwwwwwwwwwwwwwwwwwwwwwwwwwwww,9*qw*
99999999999999999999999999999999,999qwwwwwwwwwwwwwwwwwwwwwwwwwwww,9*qw*
99999999999999999999999999999999,9999qwwwwwwwwwwwwwwwwwwwwwwwwwww,9*qw*
99999999999999999999999999999999,99999qwwwwwwwwwwwwwwwwwwwwwwwwww,9*qw*
99999999999999999999999999999999,999999qwwwwwwwwwwwwwwwwwwwwwwwww,9*qw*
99999999999999999999999999999999,9999999qwwwwwwwwwwwwwwwwwwwwwwww,9*qw*
99999999999999999999999999999999,99999999qwwwwwwwwwwwwwwwwwwwwwww,9*qw*
99999999999999999999999999999999,999999999qwwwwwwwwwwwwwwwwwwwwww,9*qw*
99999999999999999999999999999999,9999999999qwwwwwwwwwwwwwwwwwwwww,9*qw*
99999999999999999999999999999999,99999999999qwwwwwwwwwwwwwwwwwwww,9*qw*
99999999999999999999999999999999,999999999999qwwwwwwwwwwwwwwwwwww,9*qw*
99999999999999999999999999999999,9999999999999qwwwwwwwwwwwwwwwwww,9*qw*
99999999999999999999999999999999,99999999999999qwwwwwwwwwwwwwwwww,9*qw*
99999999999999999999999999999999,999999999999999qwwwwwwwwwwwwwwww,9*qw*
99999999999999999999999999999999,9999999999999999qwwwwwwwwwwwwwww,9*qw*
99999999999999999999999999999999,99999999999999999qwwwwwwwwwwwwww,9*qw*
99999999999999999999999999999999,999999999999999999qwwwwwwwwwwwww,9*qw*
99999999999999999999999999999999,9999999999999999999qwwwwwwwwwwww,9*qw*
99999999999999999999999999999999,99999999999999999999qwwwwwwwwwww,9*qw*
99999999999999999999999999999999,999999999999999999999qwwwwwwwwww,9*qw*
99999999999999999999999999999999,9999999999999999999999qwwwwwwwww,9*qw*
99999999999999999999999999999999,99999999999999999999999qwwwwwwww,9*qw*
99999999999999999999999999999999,999999999999999999999999qwwwwwww,9*qw*
99999999999999999999999999999999,9999999999999999999999999qwwwwww,9*qw*
99999999999999999999999999999999,99999999999999999999999999qwwwww,9*qw*
99999999999999999999999999999999,999999999999999999999999999qwwww,9*qw*
99999999999999999999999999999999,9999999999999999999999999999qwww,9*qw*
99999999999999999999999999999999,99999999999999999999999999999qww,9*qw*
99999999999999999999999999999999,999999999999999999999999999999qw,9*qw*
99999999999999999999999999999999,9999999999999999999999999999999q,9*qw*
plzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,p*lz*
pplzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,p*lz*
ppplzzzzzzzzzzzzzzzzzzzzzzzzzzzz,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,p*lz*
pppplzzzzzzzzzzzzzzzzzzzzzzzzzzz,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,p*lz*
ppppplzzzzzzzzzzzzzzzzzzzzzzzzzz,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,p*lz*
pppppplzzzzzzzzzzzzzzzzzzzzzzzzz,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,p*lz*
ppppppplzzzzzzzzzzzzzzzzzzzzzzzz,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,p*lz*
pppppppplzzzzzzzzzzzzzzzzzzzzzzz,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,p*lz*
ppppppppplzzzzzzzzzzzzzzzzzzzzzz,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,p*lz*
